,Country,Sub-national region,latitude,longitude,ISO country code,World region,MPI_Country,MPI_Region,DepvrIntensity,location_type,latlngImputed,useforspatial,popDensity,precipitation,TimeToCity,AvgNightLight,LandClassification,Elevation,Temperature,Evaporation,Modis_LAI,Modis_EVI,soil_orgc,soil_phaq,soil_clay,soil_silt,soil_sand,Evaporation_m,Modis_LAI_m
0,Afghanistan,Badakhshan,36.7347725,70.8119953,AFG,South Asia,0.295,0.387,57.3,APPROXIMATE,0,1,24.8333339691162,446.5,182.0,0.0,140.0,2391.0,18.0,3532.0,2.0,732.0,,,,,,3532.0,2.0
1,Afghanistan,Badghis,35.1671339,63.7695384,AFG,South Asia,0.295,0.466,58.8,APPROXIMATE,0,1,7.67166662216187,302.5,237.0,0.0,30.0,1378.0,29.0,1615.0,2.0,1340.0,,,,,,1615.0,2.0
2,Afghanistan,Baghlan,35.8042947,69.2877535,AFG,South Asia,0.295,0.3,50.3,APPROXIMATE,0,1,35.9266662597656,533.0,308.0,0.0,140.0,2336.0,23.0,2158.0,1.0,884.0,,,,,,2158.0,1.0
3,Afghanistan,Balkh,36.7550603,66.8975372,AFG,South Asia,0.295,0.301,54.1,APPROXIMATE,0,1,251.66667175293,201.0,0.0,10.0,11.0,346.0,26.0,1482.0,4.0,2028.0,,,,,,1482.0,4.0
4,Afghanistan,Bamyan,34.8100067,67.8212104,AFG,South Asia,0.295,0.325,53.3,APPROXIMATE,0,1,41.5,145.5,250.0,3.0,20.0,2562.0,22.0,2744.0,4.0,1261.0,,,,,,2744.0,4.0
5,Afghanistan,Daykundi,33.669495,66.0463534,AFG,South Asia,0.295,0.313,48.1,APPROXIMATE,0,1,17.0,202.5,672.0,0.0,20.0,2214.0,23.0,1767.0,3.0,1295.0,,,,,,1767.0,3.0
6,Afghanistan,Farah,32.4464635,62.1454133,AFG,South Asia,0.295,0.319,52.0,APPROXIMATE,0,1,39.5499992370605,70.5,313.0,0.0,200.0,670.0,33.0,527.0,2.0,1279.0,,8.36666666666667,18.3166666666667,41.95,39.7333333333333,527.0,2.0
7,Afghanistan,Faryab,36.0795613,64.905955,AFG,South Asia,0.295,0.25,50.6,APPROXIMATE,0,1,100.809997558594,317.5,169.0,0.0,140.0,711.0,35.0,1202.0,2.0,976.0,,,,,,1202.0,2.0
8,Afghanistan,Ghazni,33.5450587,68.4173972,AFG,South Asia,0.295,0.245,51.6,APPROXIMATE,0,1,4049.83325195313,189.5,126.0,6.0,200.0,2176.0,25.0,1552.0,2.0,1092.0,,,,,,1552.0,2.0
9,Afghanistan,Ghor,34.0995776,64.905955,AFG,South Asia,0.295,0.384,51.5,APPROXIMATE,0,1,7.66666650772095,198.5,528.0,0.0,11.0,2908.0,20.0,1731.0,2.0,837.0,,,,,,1731.0,2.0
10,Afghanistan,Helmand,31.3636474,63.9586111,AFG,South Asia,0.295,0.261,42.2,APPROXIMATE,0,1,21.1666660308838,72.5,374.0,0.0,30.0,762.0,37.0,8494.424964936887,16.725105189340812,829.0,,,,,,8494.424964936887,16.725105189340812
11,Afghanistan,Herat,34.352865,62.2040287,AFG,South Asia,0.295,0.353,55.8,APPROXIMATE,0,1,942.716674804688,211.0,4.0,36.0,140.0,928.0,27.0,1073.0,2.0,1172.0,,,,,,1073.0,2.0
12,Afghanistan,Jawzjan,36.8969692,65.6658568,AFG,South Asia,0.295,0.293,48.1,APPROXIMATE,0,1,15.5,242.5,324.0,0.0,30.0,293.0,32.0,999.0,1.0,906.0,,,,,,999.0,1.0
13,Afghanistan,Kabul,34.5553494,69.207486,AFG,South Asia,0.295,0.117,46.1,APPROXIMATE,0,1,399.178344726563,238.5,6.0,32.0,200.0,1791.0,24.0,1396.0,2.0,1102.0,,,,,,1396.0,2.0
14,Afghanistan,Kandahar,31.628871,65.7371749,AFG,South Asia,0.295,0.437,60.7,APPROXIMATE,0,1,811.158325195313,120.5,3.0,26.0,200.0,1014.0,32.0,566.0,2.0,1143.0,,,,,,566.0,2.0
15,Afghanistan,Kapisa,34.9810572,69.6214562,AFG,South Asia,0.295,0.28,52.3,APPROXIMATE,0,1,191.800003051758,405.5,184.0,0.0,200.0,1891.0,25.0,2086.0,2.0,993.0,,,,,,2086.0,2.0
16,Afghanistan,Khost,33.3338472,69.9371673,AFG,South Asia,0.295,0.296,51.1,APPROXIMATE,0,1,181.169998168945,396.0,128.0,2.0,20.0,1164.0,27.0,2036.0,6.0,2264.0,,,,,,2036.0,6.0
17,Afghanistan,Kunarha,34.8465893,71.097317,AFG,South Asia,0.295,0.269,46.2,APPROXIMATE,0,1,121.608329772949,637.5,48.0,0.0,14.0,1597.0,27.0,1849.0,3.0,1302.0,,7.93375,16.7608333333333,43.125,40.1141666666667,1849.0,3.0
18,Afghanistan,Kunduz,36.7285907,68.8680663,AFG,South Asia,0.295,0.294,48.5,APPROXIMATE,0,1,431.950012207031,318.5,3.0,20.0,140.0,403.0,29.0,1103.0,2.0,1189.0,,,,,,1103.0,2.0
19,Afghanistan,Laghman,34.6897687,70.1455805,AFG,South Asia,0.295,0.369,52.4,APPROXIMATE,0,1,221.16667175293,310.0,32.0,0.0,200.0,879.0,32.0,1093.0,2.0,1032.0,,,,,,1093.0,2.0
20,Afghanistan,Logar,34.0145518,69.1923916,AFG,South Asia,0.295,0.187,45.2,APPROXIMATE,0,1,65.7483291625977,273.5,115.0,0.0,200.0,2198.0,28.0,8494.424964936887,16.725105189340812,608.0,,,,,,8494.424964936887,16.725105189340812
21,Afghanistan,Nangarhar,34.1718313,70.6216794,AFG,South Asia,0.295,0.287,52.4,APPROXIMATE,0,1,140.024993896484,379.0,73.0,0.0,30.0,828.0,31.0,1126.0,2.0,1313.0,,,,,,1126.0,2.0
22,Afghanistan,Nimroz,31.0261488,62.4504154,AFG,South Asia,0.295,0.231,50.9,APPROXIMATE,0,1,2.83333325386047,51.5,631.0,0.0,200.0,546.0,36.0,8494.424964936887,16.725105189340812,504.0,,,,,,8494.424964936887,16.725105189340812
23,Afghanistan,Nooristan,35.3250223,70.9071236,AFG,South Asia,0.295,0.611,65.2,APPROXIMATE,0,1,4.58166646957398,723.5,893.0,0.0,220.0,2686.0,14.0,4755.0,8.0,1976.0,,,,,,4755.0,8.0
24,Afghanistan,Paktika,32.2645386,68.5247149,AFG,South Asia,0.295,0.137,48.6,APPROXIMATE,0,1,6.52333354949951,232.5,542.0,0.0,200.0,2493.0,26.0,1213.0,2.0,744.0,,,,,,1213.0,2.0
25,Afghanistan,Paktya,33.706199,69.3831079,AFG,South Asia,0.295,0.218,48.3,APPROXIMATE,0,1,100.666664123535,352.5,27.0,0.0,20.0,2474.0,21.0,1743.0,2.0,1107.0,,,,,,1743.0,2.0
26,Afghanistan,Panjsher,35.5025772,69.9550338,AFG,South Asia,0.295,0.12,46.6,APPROXIMATE,0,1,24.8333339691162,756.5,711.0,0.0,140.0,3166.0,12.0,3737.0,2.0,896.0,,,,,,3737.0,2.0
27,Afghanistan,Parwan,34.9630977,68.8108849,AFG,South Asia,0.295,0.294,50.1,APPROXIMATE,0,1,74.3333358764649,333.0,274.0,0.0,200.0,2215.0,29.0,8494.424964936887,16.725105189340812,618.0,,,,,,8494.424964936887,16.725105189340812
28,Afghanistan,Samangan,35.9807296,67.5708536,AFG,South Asia,0.295,0.35,54.4,APPROXIMATE,0,1,33.6666679382324,307.5,250.0,0.0,11.0,2172.0,23.0,1710.0,2.0,1189.0,,,,,,1710.0,2.0
29,Afghanistan,Sar-E-Pul,35.6707473,66.0463534,AFG,South Asia,0.295,0.341,50.3,APPROXIMATE,0,1,10.5,253.0,273.0,0.0,30.0,2114.0,21.0,2167.0,1.0,857.0,,,,,,2167.0,1.0
30,Afghanistan,Takhar,36.6698013,69.4784541,AFG,South Asia,0.295,0.361,55.4,APPROXIMATE,0,1,210.160003662109,403.0,345.0,0.0,140.0,991.0,30.0,1451.0,2.0,948.0,,,,,,1451.0,2.0
31,Afghanistan,Urozgan,32.9271287,66.1415263,AFG,South Asia,0.295,0.624,66.0,APPROXIMATE,0,1,11.6666669845581,176.5,310.0,0.0,200.0,2032.0,27.0,1187.0,2.0,866.0,,,,,,1187.0,2.0
32,Afghanistan,Wardak,34.3513494,68.2385339,AFG,South Asia,0.295,0.34,50.1,APPROXIMATE,0,1,34.8250007629395,301.0,451.0,0.0,220.0,3066.0,20.0,1960.0,2.0,904.0,,,,,,1960.0,2.0
33,Afghanistan,Zabul,32.1918782,67.1894488,AFG,South Asia,0.295,0.175,50.4,APPROXIMATE,0,1,17.6666660308838,176.5,513.0,0.0,30.0,1888.0,30.0,8494.424964936887,16.725105189340812,924.0,,,,,,8494.424964936887,16.725105189340812
34,Angola,Bengo,-9.1076245,13.6873112,AGO,Sub-Saharan Africa,0.259,0.269,49.4,APPROXIMATE,0,1,6.5,606.5,50.0,4.0,140.0,47.0,28.0,7910.0,11.0,2856.0,,,,,,7910.0,11.0
35,Angola,Benguela,-12.5905158,13.416501,AGO,Sub-Saharan Africa,0.259,0.31,54.8,APPROXIMATE,0,1,23.0,297.5,2.0,37.0,190.0,15.0,33.0,8494.424964936887,16.725105189340812,1271.0,7.25,8.40333333333333,26.8666666666667,25.9666666666667,46.7566666666667,8494.424964936887,16.725105189340812
36,Angola,Bié,-12.4012884,16.9329375,AGO,Sub-Saharan Africa,0.259,0.423,56.0,APPROXIMATE,0,1,21.6666660308838,1304.0,172.0,7.0,140.0,1720.0,30.0,8494.424964936887,16.725105189340812,2477.0,,,,,,8494.424964936887,16.725105189340812
37,Angola,Cabinda,-5.5775197,12.1927103,AGO,Sub-Saharan Africa,0.259,0.127,47.8,APPROXIMATE,0,1,31.3333339691162,822.0,51.0,30.0,40.0,58.0,26.0,10325.0,2.0,1916.0,,,,,,10325.0,2.0
38,Angola,Cuando Cubango,-14.6595673,17.6984751,AGO,Sub-Saharan Africa,0.259,0.38,54.0,APPROXIMATE,0,1,0.333333343267441,1056.5,401.0,12.0,140.0,1365.0,31.0,8494.424964936887,16.725105189340812,2116.0,,,,,,8494.424964936887,16.725105189340812
39,Angola,Cuanza Norte,-9.3005898,14.9134098,AGO,Sub-Saharan Africa,0.259,0.311,51.0,APPROXIMATE,0,1,22.1666660308838,1110.5,240.0,12.0,110.0,781.0,28.0,8279.0,6.0,1990.0,,,,,,8279.0,6.0
40,Angola,Cuanza Sul,-11.3590322,15.1157399,AGO,Sub-Saharan Africa,0.259,0.423,57.6,APPROXIMATE,0,1,16.6666660308838,1215.0,252.0,6.0,140.0,1331.0,29.0,7364.0,10.0,2767.0,12.5222222222222,5.76666666666667,46.6666666666667,25.9444444444445,27.4055555555556,7364.0,10.0
41,Angola,Cunene,-16.7518119,14.9702692,AGO,Sub-Saharan Africa,0.259,0.421,57.9,APPROXIMATE,0,1,3.83333325386047,626.0,329.0,5.0,140.0,1117.0,31.0,1745.0,6.0,2107.0,3.0,7.96666666666667,41.6666666666667,19.3333333333333,39.0,1745.0,6.0
42,Angola,Huambo,-12.7739761,15.7468535,AGO,Sub-Saharan Africa,0.259,0.342,54.7,APPROXIMATE,0,1,64.6666641235352,1359.5,1.0,22.0,140.0,1697.0,31.0,8494.424964936887,16.725105189340812,2273.0,,,,,,8494.424964936887,16.725105189340812
43,Angola,Huíla,-14.9140037,13.5049046,AGO,Sub-Saharan Africa,0.259,0.372,58.8,APPROXIMATE,0,1,15.5,851.0,0.0,41.0,190.0,1736.0,31.0,8494.424964936887,16.725105189340812,1687.0,13.6981481481481,5.31489177489178,22.1515151515152,7.26709956709957,70.109025974026,8494.424964936887,16.725105189340812
44,Angola,Luanda,-8.8399876,13.2894368,AGO,Sub-Saharan Africa,0.259,0.07,44.6,APPROXIMATE,0,1,831.5,415.5,8.0,60.0,190.0,79.0,32.0,8494.424964936887,16.725105189340812,1077.0,,,,,,8494.424964936887,16.725105189340812
45,Angola,Luanda Norte,-8.4491185,20.7178266,AGO,Sub-Saharan Africa,0.259,0.394,54.9,APPROXIMATE,0,1,3.5,1544.5,474.0,4.0,140.0,926.0,29.0,4252.0,9.0,2476.0,,,,,,4252.0,9.0
46,Angola,Lunda Sul,-10.2866578,20.7122465,AGO,Sub-Saharan Africa,0.259,0.315,50.0,APPROXIMATE,0,1,2.33333325386047,1421.5,3082.0,0.0,130.0,1134.0,27.0,6934.0,13.0,3525.0,,,,,,6934.0,13.0
47,Angola,Malanje,-9.5418224,16.3346061,AGO,Sub-Saharan Africa,0.259,0.296,53.6,APPROXIMATE,0,1,14.5,1152.5,434.0,18.0,120.0,1124.0,30.0,6001.0,6.0,2429.0,4.6,5.32,19.0,9.0,72.4,6001.0,6.0
48,Angola,Moxico,-13.6969242,19.8642763,AGO,Sub-Saharan Africa,0.259,0.363,54.2,APPROXIMATE,0,1,1.83333337306976,1127.5,613.0,0.0,30.0,1234.0,30.0,4409.0,10.0,2528.0,,,,,,4409.0,10.0
49,Angola,Namibe,-15.1978317,12.1575544,AGO,Sub-Saharan Africa,0.259,0.253,53.9,APPROXIMATE,0,1,2.16666674613953,82.0,183.0,29.0,150.0,15.0,30.0,3594.0,2.0,949.0,,,,,,3594.0,2.0
50,Angola,Uíge,-7.6092767,15.0552391,AGO,Sub-Saharan Africa,0.259,0.371,52.9,APPROXIMATE,0,1,18.5,1471.5,369.0,13.0,140.0,840.0,28.0,7769.0,5.0,2104.0,,,,,,7769.0,5.0
51,Angola,Zaire,-6.2649292,14.2343282,AGO,Sub-Saharan Africa,0.259,0.179,46.5,APPROXIMATE,0,1,6.66666650772095,1343.0,319.0,6.0,120.0,507.0,29.0,9082.0,6.0,2511.0,,,,,,9082.0,6.0
52,Bangladesh,Barisal,22.7010021,90.3534511,BGD,South Asia,0.196,0.224,48.1,APPROXIMATE,0,1,2884.18334960938,1966.5,4.0,43.0,30.0,8.0,28.0,7341.0,7.0,3424.0,,,,,,7341.0,7.0
53,Bangladesh,Chittagong,22.356851,91.7831819,BGD,South Asia,0.196,0.186,47.9,APPROXIMATE,0,1,3989.625,2391.0,5.0,60.0,14.0,8.0,29.0,8494.424964936887,16.725105189340812,2440.0,,,,,,8494.424964936887,16.725105189340812
54,Bangladesh,Dhaka,23.810332,90.4125181,BGD,South Asia,0.196,0.174,47.6,APPROXIMATE,0,1,13986.69140625,1902.5,13.0,63.0,190.0,13.0,30.0,8494.424964936887,16.725105189340812,2192.0,,,,,,8494.424964936887,16.725105189340812
55,Bangladesh,Khulna,22.845641,89.5403279,BGD,South Asia,0.196,0.156,43.7,APPROXIMATE,0,1,3799.93334960938,1529.5,7.0,51.0,190.0,7.0,28.0,8494.424964936887,16.725105189340812,2560.0,,,,,,8494.424964936887,16.725105189340812
56,Bangladesh,Rajshahi,24.3635886,88.6241351,BGD,South Asia,0.196,0.192,46.3,APPROXIMATE,0,1,2303.54174804688,1292.5,3.0,33.0,14.0,21.0,28.0,8494.424964936887,16.725105189340812,2065.0,23.5,7.3,72.6,17.4,10.0,8494.424964936887,16.725105189340812
57,Bangladesh,Rangpur,25.7438916,89.275227,BGD,South Asia,0.196,0.206,45.1,APPROXIMATE,0,1,2220.89013671875,1880.5,5.0,19.0,11.0,32.0,26.0,7732.0,9.0,3427.0,,,,,,7732.0,9.0
58,Bangladesh,Sylhet,24.8949294,91.8687063,BGD,South Asia,0.196,0.32,51.8,APPROXIMATE,0,1,1519.58337402344,3116.0,10.0,52.0,190.0,21.0,29.0,8494.424964936887,16.725105189340812,2526.0,4.26666666666667,5.2,16.6,21.4,62.0,8494.424964936887,16.725105189340812
61,Belize,Cayo,17.0984445,-88.9413865,BLZ,Latin America and Caribbean,0.018,0.054,39.8,APPROXIMATE,0,1,9.0,1319.5,558.0,0.0,40.0,286.0,27.0,14317.0,55.0,5351.0,,,,,,14317.0,55.0
62,Belize,Corozal,18.4030802,-88.3967536,BLZ,Latin America and Caribbean,0.018,0.026,41.6,APPROXIMATE,0,1,17.1666660308838,1019.0,170.0,41.0,30.0,12.0,29.0,9726.0,12.0,4413.0,,,,,,9726.0,12.0
63,Belize,Orange Walk,18.0842472,-88.5710266,BLZ,Latin America and Caribbean,0.018,0.019,42.6,APPROXIMATE,0,1,7.5,1202.0,212.0,39.0,30.0,11.0,28.0,9537.0,10.0,4051.0,12.825,6.4125,44.75,13.5,41.75,9537.0,10.0
64,Belize,Stann Creek,16.8116631,-88.4016041,BLZ,Latin America and Caribbean,0.018,0.013,36.2,APPROXIMATE,0,1,10.3333330154419,1808.0,179.0,0.0,40.0,85.0,25.0,14616.0,42.0,5878.0,,,,,,14616.0,42.0
65,Belize,Toledo,16.2491923,-88.864698,BLZ,Latin America and Caribbean,0.018,0.019,39.8,APPROXIMATE,0,1,4.0,2727.0,345.0,0.0,40.0,23.0,26.0,14614.0,50.0,5913.0,,,,,,14614.0,50.0
66,Benin,Alibori,10.9681093,2.7779813,BEN,Sub-Saharan Africa,0.307,0.528,57.0,APPROXIMATE,0,1,28.2133331298828,1156.0,363.0,0.0,14.0,317.0,35.0,4843.0,5.0,2759.0,,,,,,4843.0,5.0
67,Benin,Atacora,10.7954931,1.6760691,BEN,Sub-Saharan Africa,0.307,0.454,53.0,APPROXIMATE,0,1,21.1666660308838,1223.0,108.0,0.0,110.0,370.0,31.0,7283.0,12.0,2957.0,,,,,,7283.0,12.0
68,Benin,Atlantique,6.6588391,2.2236667,BEN,Sub-Saharan Africa,0.307,0.278,48.5,APPROXIMATE,0,1,174.785003662109,1139.0,145.0,1.0,30.0,92.0,28.0,12215.0,21.0,4547.0,6.2037037037037,5.98148148148148,20.7962962962963,6.72222222222222,72.4814814814815,12215.0,21.0
69,Benin,Borgou,9.5340864,2.7779813,BEN,Sub-Saharan Africa,0.307,0.351,49.2,APPROXIMATE,0,1,15.5349998474121,1168.0,192.0,0.0,130.0,346.0,32.0,9682.0,11.0,3399.0,,,,,,9682.0,11.0
70,Benin,Collines,8.3022297,2.302446,BEN,Sub-Saharan Africa,0.307,0.292,47.1,APPROXIMATE,0,1,36.9300003051758,1100.5,206.0,0.0,60.0,166.0,29.0,10864.0,10.0,3483.0,,,,,,10864.0,10.0
71,Benin,Couffo,7.0035894,1.7538817,BEN,Sub-Saharan Africa,0.307,0.345,48.5,APPROXIMATE,0,1,228.091674804688,1047.0,66.0,0.0,30.0,211.0,30.0,9604.0,7.0,3371.0,4.58333333333333,6.49466666666667,17.6466666666667,10.16,72.235,9604.0,7.0
72,Benin,Donga,9.7191867,1.6760691,BEN,Sub-Saharan Africa,0.307,0.335,47.7,APPROXIMATE,0,1,413.848327636719,1293.5,2.0,4.0,130.0,413.0,34.0,8233.0,9.0,2892.0,,,,,,8233.0,9.0
73,Benin,Littoral,6.3806973,2.4406387,BEN,Sub-Saharan Africa,0.307,0.083,41.4,APPROXIMATE,0,1,8959.55859375,1219.0,6.0,57.0,210.0,2.0,29.0,8494.424964936887,16.725105189340812,910.0,35.7857142857143,5.56190476190476,12.9047619047619,5.5,81.5952380952381,8494.424964936887,16.725105189340812
74,Benin,Mono,6.6607182,1.7538817,BEN,Sub-Saharan Africa,0.307,0.259,46.1,APPROXIMATE,0,1,224.328338623047,1054.5,130.0,0.0,30.0,35.0,27.0,12006.0,24.0,4887.0,8.875,5.94285714285714,31.827380952381,18.2142857142857,49.9583333333333,12006.0,24.0
75,Benin,Ouémé,6.6148152,2.4999918,BEN,Sub-Saharan Africa,0.307,0.238,46.1,APPROXIMATE,0,1,329.450012207031,1213.5,39.0,0.0,30.0,-17.0,28.0,12294.0,12.0,4061.0,10.5625,5.76111111111111,45.5833333333333,9.03472222222222,45.3819444444445,12294.0,12.0
76,Benin,Plateau,7.3445141,2.539603,BEN,Sub-Saharan Africa,0.307,0.347,48.3,APPROXIMATE,0,1,50.6666679382324,1048.0,305.0,0.0,130.0,60.0,30.0,10081.0,17.0,4069.0,9.08255813953488,6.51306201550388,21.3918604651163,14.2496124031008,64.358527131783,10081.0,17.0
77,Benin,Zou,7.3469268,2.0665197,BEN,Sub-Saharan Africa,0.307,0.334,49.7,APPROXIMATE,0,1,50.3883323669434,1068.0,60.0,0.0,130.0,189.0,30.0,11316.0,10.0,3902.0,8.42857142857143,6.65970238095238,23.7952380952381,12.4571428571429,63.7476190476191,11316.0,10.0
78,Bhutan,Bumthang,27.641839,90.6773046,BTN,South Asia,0.119,0.042,39.0,APPROXIMATE,0,1,17.6666660308838,541.0,275.0,0.0,70.0,3641.0,11.0,7499.0,13.0,2685.0,6.74421568627451,5.67295138888889,18.5080902777778,25.7480555555556,55.7523958333333,7499.0,13.0
79,Bhutan,Chukha,27.0784304,89.4742177,BTN,South Asia,0.119,0.121,46.6,APPROXIMATE,0,1,15.1666669845581,1147.5,652.0,0.0,40.0,2539.0,12.0,9589.0,21.0,4012.0,,,,,,9589.0,21.0
80,Bhutan,Dagana,27.0322861,89.8879304,BTN,South Asia,0.119,0.222,45.5,APPROXIMATE,0,1,55.8333320617676,1856.5,591.0,0.0,40.0,1721.0,17.0,10980.0,33.0,4093.0,,,,,,10980.0,33.0
81,Bhutan,Haa,27.2651669,89.1705998,BTN,South Asia,0.119,0.059,39.8,APPROXIMATE,0,1,17.8333339691162,664.0,838.0,0.0,70.0,2862.0,11.0,8666.0,18.0,3338.0,,,,,,8666.0,18.0
82,Bhutan,Lhuntse,27.8264989,91.135302,BTN,South Asia,0.119,0.151,41.7,APPROXIMATE,0,1,24.3333339691162,752.0,509.0,0.0,70.0,2186.0,16.0,6725.0,30.0,4004.0,,,,,,6725.0,30.0
83,Bhutan,Mongar,27.2617059,91.2891036,BTN,South Asia,0.119,0.165,44.1,APPROXIMATE,0,1,93.8333358764648,1239.0,627.0,0.0,70.0,2271.0,16.0,7890.0,15.0,3185.0,,,,,,7890.0,15.0
84,Bhutan,Paro,27.428684,89.4163654,BTN,South Asia,0.119,0.026,39.3,APPROXIMATE,0,1,46.3333320617676,887.0,88.0,13.0,30.0,2271.0,22.0,7339.0,7.0,2336.0,,,,,,7339.0,7.0
85,Bhutan,Pemagatshel,27.002382,91.3469247,BTN,South Asia,0.119,0.128,41.2,APPROXIMATE,0,1,163.134994506836,1663.0,326.0,0.0,40.0,1670.0,19.0,12704.0,40.0,4652.0,,,,,,12704.0,40.0
86,Bhutan,Punakha,27.5920869,89.8797459,BTN,South Asia,0.119,0.088,45.2,APPROXIMATE,0,1,64.3499984741211,1291.0,300.0,2.0,14.0,1321.0,23.0,6943.0,9.0,2771.0,3.13789682539683,6.8531746031746,29.0605158730159,24.6644841269841,46.2847222222222,6943.0,9.0
87,Bhutan,Samdrup Jongkhar,26.8035682,91.5039207,BTN,South Asia,0.119,0.149,43.2,APPROXIMATE,0,1,203.794998168945,1984.0,175.0,6.0,11.0,203.0,25.0,7556.0,19.0,4125.0,,,,,,7556.0,19.0
88,Bhutan,Samtse,27.0291832,89.0561532,BTN,South Asia,0.119,0.197,45.6,APPROXIMATE,0,1,224.33332824707,1933.5,904.0,0.0,40.0,1933.0,15.0,11852.0,25.0,4323.0,,,,,,11852.0,25.0
89,Bhutan,Sarpang,26.9373041,90.4879916,BTN,South Asia,0.119,0.102,43.9,APPROXIMATE,0,1,152.241668701172,2460.0,606.0,0.0,40.0,999.0,21.0,12692.0,36.0,4287.0,,,,,,12692.0,36.0
90,Bhutan,Thimphu,27.4727924,89.6392863,BTN,South Asia,0.119,0.016,37.8,APPROXIMATE,0,1,87.6666641235352,885.0,10.0,22.0,14.0,2337.0,20.0,7776.0,5.0,2208.0,,,,,,7776.0,5.0
91,Bhutan,Trashigang,27.3325014,91.5523435,BTN,South Asia,0.119,0.132,43.8,APPROXIMATE,0,1,67.8333358764649,1208.0,487.0,1.0,70.0,1271.0,22.0,7767.0,18.0,3184.0,,,,,,7767.0,18.0
92,Bhutan,Trashiyangtse,27.6825285,91.4821482,BTN,South Asia,0.119,0.121,41.4,APPROXIMATE,0,1,67.8333358764649,652.0,695.0,0.0,70.0,2996.0,14.0,7525.0,16.0,3673.0,,,,,,7525.0,16.0
93,Bhutan,Trongsa,27.5002269,90.5080634,BTN,South Asia,0.119,0.148,42.8,APPROXIMATE,0,1,29.7566680908203,789.0,161.0,0.0,14.0,2127.0,18.0,7626.0,12.0,3877.0,,,,,,7626.0,12.0
94,Bhutan,Tsirang,27.032207,90.1869644,BTN,South Asia,0.119,0.196,42.6,APPROXIMATE,0,1,235.5,1992.5,643.0,0.0,40.0,1383.0,22.0,9681.0,15.0,4050.0,,,,,,9681.0,15.0
95,Bhutan,Wangdi,27.4879018,89.8996196,BTN,South Asia,0.119,0.099,43.5,APPROXIMATE,0,1,32.3666687011719,1566.0,59.0,4.0,20.0,1239.0,24.0,6908.0,7.0,2416.0,3.13789682539683,6.8531746031746,29.0605158730159,24.6644841269841,46.2847222222222,6908.0,7.0
96,Bhutan,Zhemgang,27.076975,90.8294002,BTN,South Asia,0.119,0.184,43.8,APPROXIMATE,0,1,38.0,1944.0,910.0,0.0,40.0,2017.0,17.0,8715.0,23.0,4172.0,,,,,,8715.0,23.0
97,"Bolivia, Plurinational State of",Beni,-14.3782747,-65.0957792,BOL,Latin America and Caribbean,0.089,0.099,42.5,APPROXIMATE,0,1,0.16666667163372,1603.5,215.0,0.0,40.0,156.0,27.0,11718.0,47.0,5085.0,,,,,,11718.0,47.0
98,"Bolivia, Plurinational State of",Chuquisaca,-20.0249144,-64.1478236,BOL,Latin America and Caribbean,0.089,0.145,45.4,APPROXIMATE,0,1,5.66666650772095,889.5,1422.0,0.0,40.0,1908.0,23.0,6277.0,15.0,3642.0,,,,,,6277.0,15.0
99,"Bolivia, Plurinational State of",Cochabamba,-17.4139766,-66.1653224,BOL,Latin America and Caribbean,0.089,0.105,45.0,APPROXIMATE,0,1,1425.0,568.5,4.0,62.0,190.0,2565.0,32.0,8494.424964936887,16.725105189340812,1175.0,6.0,7.96666666666667,31.6666666666667,54.3333333333333,14.0,8494.424964936887,16.725105189340812
100,"Bolivia, Plurinational State of",La Paz,-16.489689,-68.1192936,BOL,Latin America and Caribbean,0.089,0.077,41.8,APPROXIMATE,0,1,329.5,519.0,3.0,63.0,190.0,3674.0,24.0,8494.424964936887,16.725105189340812,831.0,,,,,,8494.424964936887,16.725105189340812
101,"Bolivia, Plurinational State of",Oruro,-17.9646772,-67.1060353,BOL,Latin America and Caribbean,0.089,0.073,42.3,APPROXIMATE,0,1,39.1666679382324,297.0,7.0,56.0,190.0,3716.0,28.0,8494.424964936887,16.725105189340812,514.0,,,,,,8494.424964936887,16.725105189340812
102,"Bolivia, Plurinational State of",Pando,-10.7988901,-66.9988011,BOL,Latin America and Caribbean,0.089,0.087,39.8,APPROXIMATE,0,1,0.0,1680.0,299.0,0.0,40.0,185.0,26.0,13605.0,45.0,5272.0,,,,,,13605.0,45.0
103,"Bolivia, Plurinational State of",Potosí,-19.5722805,-65.7550063,BOL,Latin America and Caribbean,0.089,0.168,46.3,APPROXIMATE,0,1,47.1666679382324,440.0,1.0,54.0,190.0,3891.0,26.0,8494.424964936887,16.725105189340812,728.0,,,,,,8494.424964936887,16.725105189340812
104,"Bolivia, Plurinational State of",Santa Cruz,-17.8145819,-63.1560853,BOL,Latin America and Caribbean,0.089,0.043,40.9,APPROXIMATE,0,1,283.833343505859,1275.5,2.0,61.0,14.0,418.0,32.0,4588.0,11.0,3093.0,,,,,,4588.0,11.0
105,"Bolivia, Plurinational State of",Tarija,-21.5213825,-64.7280952,BOL,Latin America and Caribbean,0.089,0.081,43.9,APPROXIMATE,0,1,128.16667175293,568.5,3.0,53.0,120.0,1887.0,29.0,8494.424964936887,16.725105189340812,1451.0,,,,,,8494.424964936887,16.725105189340812
